Country,City,Total Tons,First Mission,Last Mission,Num Missions,location,direccion,lat,lon
FRANCE,BENNECOURT,22.0,5/31/1944,5/31/1944,2,"Bennecourt, Mantes-la-Jolie, Yvelines, Île-de-France, France métropolitaine, 78270, France","BENNECOURT, France",49.0398776,1.5617924
FRANCE,BERCK SUR MER,4480.0,10/28/1940,9/4/1940,135,"Aérodrome de Berck-sur-Mer, Route de Merlimont, Berck, Montreuil-sur-Mer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62600, France","BERCK SUR MER, France",50.4248731,1.5952889
FRANCE,BERGERAC,356.0,3/18/1944,3/5/1944,14,"Bergerac, Dordogne, Nouvelle-Aquitaine, France métropolitaine, 24100, France","BERGERAC, France",44.8534568,0.487531
FRANCE,BERGUENEUSE,303.0,8/31/1944,8/31/1944,4,"Bergueneuse, Arras, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62134, France","BERGUENEUSE, France",50.4686059,2.2535007
FRANCE,BERNAY,802.0,3/6/1944,8/2/1944,37,"Bernay, Eure, Normandie, France métropolitaine, 27300, France","BERNAY, France",49.0902278,0.5989157
FRANCE,BERNEVAL LE GRAND,1084.0,3/3/1944,6/24/1944,9,"Berneval-le-Grand, Petit-Caux, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76370, France","BERNEVAL LE GRAND, France",49.9572664,1.1888108
FRANCE,BERTREVILLE,672.0,7/6/1944,8/1/1944,18,"Bertreville, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76450, France","BERTREVILLE, France",49.7673564,0.5801703
FRANCE,BESIERS,378.0,6/21/1944,7/5/1944,12,"Béziers, Hérault, Occitanie, France métropolitaine, 34500, France","BESIERS, France",43.3426562,3.2131307
FRANCE,BETHUNE,456.0,11/14/1940,9/26/1941,15,"Béthune, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62400, France","BETHUNE, France",50.5309351,2.6389115
FRANCE,BEUVRY,198.0,2/5/1944,8/5/1944,9,"Beuvry, Béthune, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62660, France","BEUVRY, France",50.5337191,2.6864794
FRANCE,BIARRITZ,240.0,3/27/1944,3/27/1944,6,"Biarritz, Bayonne, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France métropolitaine, 64200, France","BIARRITZ, France",43.4711437,-1.5527266
FRANCE,BIENNAIS,144.0,6/27/1944,6/27/1944,9,"Biennais, Étaimpuis, Dieppe, Seine-Maritime, Normandie, France métropolitaine, 76850, France","BIENNAIS, France",49.6422846,1.1594975
FRANCE,BIENTQUES,74.0,6/23/1944,6/23/1944,2,"Bientques, Pihem, Saint-Omer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62570, France","BIENTQUES, France",50.6735748,2.2009575
FRANCE,BITCHE,254.0,10/12/1944,10/12/1944,6,"Bitche, Sarreguemines, Moselle, Grand Est, France métropolitaine, 57230, France","BITCHE, France",49.0508729,7.4254577
FRANCE,BLAINVILLE,854.0,4/27/1944,6/28/1944,12,"Blainville, Ponchon, Beauvais, Oise, Hauts-de-France, France métropolitaine, 60430, France","BLAINVILLE, France",49.3395358,2.1947567
FRANCE,BLANC MISSERON,314.0,5/1/1944,5/7/1944,16,"Blanc Misseron, Crespin, Valenciennes, Nord, Hauts-de-France, France métropolitaine, 59154, France","BLANC MISSERON, France",50.4044564,3.6655605
FRANCE,BLANC PIGNON FERME,366.0,7/6/1944,7/6/1944,12,,"BLANC PIGNON FERME, France",,
FRANCE,BLANDERMONT,393.0,6/20/1944,7/2/1944,24,,"BLANDERMONT, France",,
FRANCE,BLAYE,485.0,8/14/1940,8/5/1944,5,"Blaye, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33390, France","BLAYE, France",45.1271231,-0.6635964
FRANCE,BLOIS,418.0,6/11/1944,8/7/1944,9,"Blois, Loir-et-Cher, Centre-Val de Loire, France métropolitaine, 41000, France","BLOIS, France",47.5876861,1.3337639
FRANCE,BOIR,561.0,6/2/1944,6/2/1944,9,"Le Boir, L'Arche Neuve, Bazouges-sur-le-Loir, La Flèche, Sarthe, Pays de la Loire, France métropolitaine, 72200, France","BOIR, France",47.6957714,-0.1199667
FRANCE,BOIS D ENTER,177.0,5/1/1944,5/1/1944,3,,"BOIS D ENTER, France",,
FRANCE,BOIS DE COQERAIS,444.0,1/21/1944,4/20/1944,9,,"BOIS DE COQERAIS, France",,
FRANCE,BOIS DE LA HAIE,207.0,7/17/1944,7/17/1944,3,"Bois de la Haie, Laneuville-sur-Meuse, Verdun, Meuse, Grand Est, France métropolitaine, 55700, France","BOIS DE LA HAIE, France",49.4702876,5.1394925
FRANCE,BOIS DE LA HAYE,88.0,8/9/1944,8/9/1944,2,"Bois de la Haye, La Fosse Radoult, Saint-Germain-de-Tallevende-la-Lande-Vaumont, Vire Normandie, Vire, Calvados, Normandie, France métropolitaine, 14500, France","BOIS DE LA HAYE, France",48.7986301,-0.9656409
FRANCE,BOIS DE LICQUES,3812.0,6/18/1941,8/6/1944,14,"Bois de Belbert, Licques, Calais, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62850, France","BOIS DE LICQUES, France",50.7893342,1.9186
FRANCE,BOIS DES HUITPUES,593.0,1/21/1944,4/20/1944,6,,"BOIS DES HUITPUES, France",,
FRANCE,BOIS DES JARDINS,221.0,7/15/1944,7/15/1944,2,"Lottissement des Bois Jardins, Les Bois Jardins, Vineuil, Blois, Loir-et-Cher, Centre-Val de Loire, France métropolitaine, 41350, France","BOIS DES JARDINS, France",47.5975805,1.3944605
FRANCE,BOIS DIEU,72.0,8/28/1944,8/28/1944,2,"Bois Dieu, Treteau, Vichy, Allier, Auvergne-Rhône-Alpes, France métropolitaine, 03220, France","BOIS DIEU, France",46.3761078,3.5082092
FRANCE,BOISSEI LA LONDE,192.0,7/16/1944,7/28/1944,10,"Mairie de Boissei-la-Lande, Route de La Londe, Boissei-la-Lande, Alençon, Orne, Normandie, France métropolitaine, 61570, France","BOISSEI LA LONDE, France",48.6825295,0.0621656
FRANCE,BOLBEC,108.0,8/26/1944,8/26/1944,6,"Bolbec, Le Havre, Seine-Maritime, Normandie, France métropolitaine, 76210, France","BOLBEC, France",49.5739091,0.4742448
FRANCE,BONNETOT,377.0,6/24/1944,6/24/1944,1,"Ferme Bonnetot, Grosville, Cherbourg, Manche, Normandie, France métropolitaine, 50340, France","BONNETOT, France",49.5016566,-1.7420948
FRANCE,BONNEVAL,48.0,7/12/1944,7/12/1944,2,"Bonneval, Châteaudun, Eure-et-Loir, Centre-Val de Loire, France métropolitaine, 28800, France","BONNEVAL, France",48.181527,1.3853323
FRANCE,BONNIERES SUR SEINE,2141.0,1/14/1944,5/9/1944,64,"Bonnières-sur-Seine, Mantes-la-Jolie, Yvelines, Île-de-France, France métropolitaine, 78270, France","BONNIERES SUR SEINE, France",49.037481,1.5809775
FRANCE,BORDE1UX,9.0,10/10/1941,10/10/1941,2,,"BORDE1UX, France",,
FRANCE,BORDEAUX,6924.0,1/26/1943,9/7/1942,172,"Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, France","BORDEAUX, France",44.841225,-0.5800364
FRANCE,BOUCHEMAINE,168.0,7/9/1944,8/1/1944,3,"Bouchemaine, Angers, Maine-et-Loire, Pays de la Loire, France métropolitaine, 49080, France","BOUCHEMAINE, France",47.4234644,-0.6085356
FRANCE,BOULOGNE,4278.0,1/10/1942,9/8/1940,329,"Boulogne, Essarts-en-Bocage, La Roche-sur-Yon, Vendée, Pays de la Loire, France métropolitaine, 85140, France","BOULOGNE, France",46.7947224,-1.3210389
FRANCE,BOULOGNE SUR GESSE,9320.0,10/15/1941,9/9/1943,155,"Boulogne-sur-Gesse, Saint-Gaudens, Haute-Garonne, Occitanie, France métropolitaine, 31350, France","BOULOGNE SUR GESSE, France",43.2908,0.646418
FRANCE,BOURG ST ANDEOL,212.0,8/15/1944,8/17/1944,5,"Bourg-Saint-Andéol, Privas, Ardèche, Auvergne-Rhône-Alpes, France métropolitaine, 07700, France","BOURG ST ANDEOL, France",44.3707629,4.6457565
FRANCE,BOURGES,2130.0,11/1/1940,8/24/1940,48,"Bourges, Cher, Centre-Val de Loire, France métropolitaine, 18000, France","BOURGES, France",47.0811658,2.399125
FRANCE,BOURRON,288.0,8/18/1944,8/18/1944,12,"Bourron, Genouillé, Rochefort, Charente-Maritime, Nouvelle-Aquitaine, France métropolitaine, 17430, France","BOURRON, France",46.0249471,-0.7556438
FRANCE,BOURROU,58.0,8/7/1944,8/7/1944,2,"Bourrou, Périgueux, Dordogne, Nouvelle-Aquitaine, France métropolitaine, 24110, France","BOURROU, France",45.044868,0.5983678
FRANCE,BOURTH,480.0,7/11/1944,8/1/1944,18,"Bourth, Bernay, Eure, Normandie, France métropolitaine, 27580, France","BOURTH, France",48.7700067,0.8061501
FRANCE,BRANOUX,12.0,8/25/1944,8/25/1944,2,"Branoux-les-Taillades, Alès, Gard, Occitanie, France métropolitaine, 30110, France","BRANOUX, France",44.2196,3.99124
FRANCE,BREIL,68.0,9/26/1944,9/26/1944,2,"Breil, Noyant-Villages, Saumur, Maine-et-Loire, Pays de la Loire, France métropolitaine, 49490, France","BREIL, France",47.4728208,0.1665487
FRANCE,BREMONT,203.0,7/12/1944,7/12/1944,2,"Bremont, Outremécourt, Chaumont, Haute-Marne, Grand Est, France métropolitaine, 52150, France","BREMONT, France",48.2125398,5.6765386
FRANCE,BRENNES,1661.0,6/27/1944,7/5/1944,7,"Brennes, Langres, Haute-Marne, Grand Est, France métropolitaine, 52200, France","BRENNES, France",47.7965438,5.278637
FRANCE,BREST,25433.0,1/10/1941,9/7/1940,968,"Brest, Finistère, Bretagne, France métropolitaine, 29200, France","BREST, France",48.3905283,-4.4860088
FRANCE,BRETIGNY,1860.0,5/25/1944,8/8/1944,55,"Bretigny, Dijon, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21490, France","BRETIGNY, France",47.3984947,5.0999025
FRANCE,BRETTEVILLE,388.0,6/10/1944,7/7/1944,13,"Bretteville, Cherbourg, Manche, Normandie, France métropolitaine, 50110, France","BRETTEVILLE, France",49.6557634,-1.5199361
FRANCE,BRETTEVILLE SURLAIZ,957.0,8/8/1944,8/8/1944,30,,"BRETTEVILLE SURLAIZ, France",,
FRANCE,BRIE COMTE ROBERT,17.0,6/22/1944,6/22/1944,1,"Brie-Comte-Robert, Torcy, Seine-et-Marne, Île-de-France, France métropolitaine, 77170, France","BRIE COMTE ROBERT, France",48.6904522,2.6166737
FRANCE,BRIENNON,96.0,8/10/1944,8/10/1944,3,"Briennon, Roanne, Loire, Auvergne-Rhône-Alpes, France métropolitaine, 42720, France","BRIENNON, France",46.1486343,4.0867174
FRANCE,BRIOLLAY,94.0,8/5/1944,8/5/1944,2,"Briollay, Angers, Maine-et-Loire, Pays de la Loire, France métropolitaine, 49125, France","BRIOLLAY, France",47.5654856,-0.5073254
FRANCE,BRIONNE,263.0,7/8/1944,8/17/1944,11,"Brionne, Bernay, Eure, Normandie, France métropolitaine, 27800, France","BRIONNE, France",49.1948931,0.7181025
FRANCE,BRIOUZE,198.0,6/7/1944,8/12/1944,6,"Briouze, Argentan, Orne, Normandie, France métropolitaine, 61220, France","BRIOUZE, France",48.6996275,-0.3670932
FRANCE,BROGLIE,92.0,8/13/1944,8/13/1944,2,"Broglie, Bernay, Eure, Normandie, France métropolitaine, 27270, France","BROGLIE, France",49.0087429,0.5280377
FRANCE,BROMBOS,78.0,7/9/1944,7/9/1944,3,"Brombos, Beauvais, Oise, Hauts-de-France, France métropolitaine, 60210, France","BROMBOS, France",49.6456377,1.8865335
FRANCE,BRUGES,213.0,5/28/1944,5/28/1944,3,"Bruges-Capbis-Mifaget, Pau, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France métropolitaine, 64800, France","BRUGES, France",43.1269544,-0.3037796
FRANCE,BRUZ,354.0,5/7/1944,7/19/1944,7,"Bruz, Rennes, Ille-et-Vilaine, Bretagne, France métropolitaine, 35170, France","BRUZ, France",48.0245814,-1.7471629
FRANCE,BRYAS,58.0,8/17/1943,8/17/1943,2,"Brias, Arras, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62130, France","BRYAS, France",50.409802,2.3783026
FRANCE,BUCHY,90.0,1/14/1944,1/14/1944,3,"Buchy, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76750, France","BUCHY, France",49.5843382,1.3583539
FRANCE,BUCY LES PIERREPONT,119.0,8/27/1944,8/27/1944,5,"Bucy-lès-Pierrepont, Laon, Aisne, Hauts-de-France, France métropolitaine, 02350, France","BUCY LES PIERREPONT, France",49.6462,3.90077
FRANCE,BUISSON LE,447.0,7/12/1944,7/27/1944,7,"Le Buisson, Vitry-le-François, Marne, Grand Est, France métropolitaine, 51300, France","BUISSON LE, France",48.761261,4.7507809
FRANCE,BURGES,124.0,5/28/1944,5/28/1944,2,"Burges, Brassac, Foix, Ariège, Occitanie, France métropolitaine, 09000, France","BURGES, France",42.9430976,1.5173593
FRANCE,BUSIGNY,430.0,4/30/1944,5/2/1944,8,"Busigny, Cambrai, Nord, Hauts-de-France, France métropolitaine, 59137, France","BUSIGNY, France",50.0350792,3.4692426
FRANCE,CABOURG,2.0,9/11/1941,9/11/1941,1,"Cabourg, Lisieux, Calvados, Normandie, France métropolitaine, 14390, France","CABOURG, France",49.2934373,-0.1155085
FRANCE,CAEN,10706.0,1/21/1943,8/26/1943,210,"Caen, Calvados, Normandie, France métropolitaine, 14000, France","CAEN, France",49.1813403,-0.3635615
FRANCE,CALAIS,13272.0,1/16/1941,9/9/1940,305,"Calais, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62100, France","CALAIS, France",50.9524769,1.8538446
FRANCE,CAMARET,54.0,8/14/1944,8/14/1944,3,"Camaret-sur-Aigues, Carpentras, Vaucluse, Provence-Alpes-Côte d'Azur, France métropolitaine, 84850, France","CAMARET, France",44.1650029,4.8736859
FRANCE,CAMBES,57.0,7/6/1944,7/6/1944,3,"Cambes, Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33880, France","CAMBES, France",44.7320158,-0.4628666
FRANCE,CAMBRAI,2989.0,10/27/1940,8/11/1944,90,"Cambrai, Nord, Hauts-de-France, France métropolitaine, 59400, France","CAMBRAI, France",50.1757546,3.2346145
FRANCE,CAMBREMER,62.0,6/13/1944,6/13/1944,2,"Cambremer, Lisieux, Calvados, Normandie, France métropolitaine, 14340, France","CAMBREMER, France",49.1490706,0.059735
FRANCE,CAMIERS,192.0,6/2/1944,6/2/1944,3,"Camiers, Montreuil-sur-Mer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62176, France","CAMIERS, France",50.5638,1.61441
FRANCE,CAMPAGNE LES HESDIN,528.0,12/24/1943,6/2/1944,11,"Campagne-lès-Hesdin, Montreuil-sur-Mer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62870, France","CAMPAGNE LES HESDIN, France",50.397913,1.8774929
FRANCE,CANNES,481.0,11/11/1943,8/12/1944,12,"Cannes, Grasse, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, France","CANNES, France",43.5515198,7.0134418
FRANCE,CAP ANTIBES,20.0,8/14/1944,8/14/1944,2,"Cap d'Antibes, Antibes, Grasse, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, France métropolitaine, 06160, France","CAP ANTIBES, France",43.5548344,7.1284027
FRANCE,CAP D ALPRECH,375.0,9/8/1943,9/8/1943,5,"Cap d'Alprech, Le Portel, Boulogne-sur-Mer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62480, France","CAP D ALPRECH, France",50.6994206,1.5621185
FRANCE,CAP GRIS NEZ,4183.0,10/1/1940,9/9/1940,74,"Cap Gris-Nez, Route du Cap, Framezelle, Hameau du Gris-Nez, Audinghen, Boulogne-sur-Mer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62179, France","CAP GRIS NEZ, France",50.8696997,1.584847
FRANCE,CAP NEGRE,72.0,8/12/1944,8/12/1944,3,"Cap Negre, Cap Nègre, Le Lavandou, Toulon, Var, Provence-Alpes-Côte d'Azur, France métropolitaine, 83980, France","CAP NEGRE, France",43.1520723,6.4364701
FRANCE,CAPE CAMARAT,102.0,8/14/1944,8/14/1944,6,"Cap Camarat, Ramatuelle, Draguignan, Var, Provence-Alpes-Côte d'Azur, France métropolitaine, 83350, France","CAPE CAMARAT, France",43.1999005,6.6811507
FRANCE,CAPE CEPET,522.0,8/13/1944,8/20/1944,48,"Cap Cépet, Saint-Mandrier-sur-Mer, Toulon, Var, Provence-Alpes-Côte d'Azur, France métropolitaine, 83430, France","CAPE CEPET, France",43.0676468,5.9465092
FRANCE,CARBIC,18.0,8/9/1944,8/9/1944,2,,"CARBIC, France",,
FRANCE,CARENTAN,153.0,6/5/1944,6/6/1944,5,"Carentan, Carentan-les-Marais, Saint-Lô, Manche, Normandie, France métropolitaine, 50500, France","CARENTAN, France",49.2947659,-1.2523119
FRANCE,CARNEVILLE,36.0,8/17/1944,8/17/1944,2,"Carneville, Cherbourg, Manche, Normandie, France métropolitaine, 50330, France","CARNEVILLE, France",49.6657068,-1.4507299
FRANCE,CARNOULES,256.0,5/25/1944,5/25/1944,3,"Carnoules, Brignoles, Var, Provence-Alpes-Côte d'Azur, France métropolitaine, 83660, France","CARNOULES, France",43.3024863,6.1898612
FRANCE,CAUDEBEC EN CAUX,195.0,8/1/1944,8/10/1944,13,"Caudebec-en-Caux, Rives-en-Seine, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76490, France","CAUDEBEC EN CAUX, France",49.5328172,0.7339727
FRANCE,CAUDEBEC LES ELBEUF,111.0,8/2/1944,8/2/1944,3,"Caudebec-lès-Elbeuf, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76320, France","CAUDEBEC LES ELBEUF, France",49.2814,1.02611
FRANCE,CAUMONT,1341.0,7/30/1944,7/30/1944,49,"Caumont, Montreuil-sur-Mer, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62140, France","CAUMONT, France",50.2889755,2.030779
FRANCE,CAUVICOURT,2160.0,8/8/1944,8/8/1944,69,"Cauvicourt, Caen, Calvados, Normandie, France métropolitaine, 14190, France","CAUVICOURT, France",49.0479106,-0.2636305
FRANCE,CAVALAIRE,364.0,8/15/1944,8/15/1944,8,"Cavalaire-sur-Mer, Draguignan, Var, Provence-Alpes-Côte d'Azur, France métropolitaine, 83240, France","CAVALAIRE, France",43.1722952,6.531917
FRANCE,CAYEUX,52.0,1/4/1944,1/4/1944,2,"Monchy-Cayeux, Arras, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62134, France","CAYEUX, France",50.4364591,2.2783415
FRANCE,CAZAUX,1173.0,3/27/1944,6/19/1944,24,"Cazaux, Foix, Ariège, Occitanie, France métropolitaine, 09120, France","CAZAUX, France",43.052569,1.5096567
FRANCE,CERISY LA SALLE,100.0,6/10/1944,6/10/1944,4,"Cerisy-la-Salle, Coutances, Manche, Normandie, France métropolitaine, 50210, France","CERISY LA SALLE, France",49.0257994,-1.2837743
FRANCE,CEZEMBRE,1847.0,8/13/1944,8/31/1944,13,"Résidence Cézembre, Avenue des Buttes de Coësmes, Bois Perrin, Beaulieu, Jeanne d'Arc - Longs Champs - Beaulieu, Quartiers Nord-Est, Rennes, Ille-et-Vilaine, Bretagne, France métropolitaine, 35042, France","CEZEMBRE, France",48.1237826,-1.6337992
FRANCE,CHALIGNY,285.0,9/12/1944,9/12/1944,5,"Chaligny, Nancy, Meurthe-et-Moselle, Grand Est, France métropolitaine, 54230, France","CHALIGNY, France",48.6256516,6.0803932
FRANCE,CHALONS,768.0,4/27/1944,7/9/1944,8,"Chalon, Vienne, Isère, Auvergne-Rhône-Alpes, France métropolitaine, 38122, France","CHALONS, France",45.4458331,4.9310763
FRANCE,CHAMBERY,180.0,5/26/1944,5/26/1944,2,"Chambéry, Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 73000, France","CHAMBERY, France",45.5662672,5.9203636
FRANCE,CHAMBLY,621.0,4/20/1944,5/1/1944,4,"Chambly, Senlis, Oise, Hauts-de-France, France métropolitaine, 60230, France","CHAMBLY, France",49.1662774,2.2444986
FRANCE,CHAMBORIGAUD,70.0,8/19/1944,8/19/1944,2,"Chamborigaud, Alès, Gard, Occitanie, France métropolitaine, 30530, France","CHAMBORIGAUD, France",44.3041,3.97492
FRANCE,CHAMPAGNE LES MESDI,82.0,6/21/1944,6/21/1944,4,,"CHAMPAGNE LES MESDI, France",,
FRANCE,CHAPELINE NOTRE DAME,487.0,7/20/1944,8/8/1944,12,,"CHAPELINE NOTRE DAME, France",,
FRANCE,CHAPERY,117.0,8/29/1942,8/29/1942,3,,"CHAPERY, France",,
FRANCE,CHARLEVILLE,116.0,5/7/1944,5/7/1944,2,"Charleville, Épernay, Marne, Grand Est, France métropolitaine, 51120, France","CHARLEVILLE, France",48.813549,3.6664318
FRANCE,CHARLY SUR MARNE,120.0,8/1/1944,8/1/1944,3,"Charly-sur-Marne, Château-Thierry, Aisne, Hauts-de-France, France métropolitaine, 02310, France","CHARLY SUR MARNE, France",48.9754438,3.2843296
FRANCE,CHARNY,75.0,7/17/1944,7/17/1944,3,"Charny, Montbard, Côte-d'Or, Bourgogne-Franche-Comté, France métropolitaine, 21350, France","CHARNY, France",47.336881,4.4277949
FRANCE,CHARTRES,4046.0,1/12/1941,9/4/1940,107,"Chartres, Eure-et-Loir, Centre-Val de Loire, France métropolitaine, 28000, France","CHARTRES, France",48.4438601,1.4881434
FRANCE,CHATEAU BERNAPE,724.0,6/27/1944,8/2/1944,9,,"CHATEAU BERNAPE, France",,
FRANCE,CHATEAU DE BOSMELLET,52.0,2/15/1944,2/15/1944,2,,"CHATEAU DE BOSMELLET, France",,
FRANCE,CHATEAU DU LOIR,128.0,8/1/1944,8/1/1944,2,"Château-du-Loir, Montval-sur-Loir, La Flèche, Sarthe, Pays de la Loire, France métropolitaine, 72500, France","CHATEAU DU LOIR, France",47.6995205,0.4310474
FRANCE,CHATEAU THIERRY,54.0,6/16/1944,6/16/1944,1,"Château-Thierry, Aisne, Hauts-de-France, France métropolitaine, 02400, France","CHATEAU THIERRY, France",49.0457362,3.4027111
FRANCE,CHATEAUBRIANT,291.0,6/7/1944,6/8/1944,7,"Châteaubriant, Châteaubriant-Ancenis, Loire-Atlantique, Pays de la Loire, France métropolitaine, 44110, France","CHATEAUBRIANT, France",47.7194057,-1.3757282
FRANCE,CHATEAUDUN,5203.0,1/5/1944,9/15/1943,138,"Châteaudun, Eure-et-Loir, Centre-Val de Loire, France métropolitaine, 28200, France","CHATEAUDUN, France",48.0702298,1.3284948
FRANCE,CHATEAUROUX,623.0,2/5/1944,8/22/1940,13,"Châteauroux, Cité des Perrières, Châteauroux, Indre, Centre-Val de Loire, France métropolitaine, 36000, France","CHATEAUROUX, France",46.8203785,1.6770956
FRANCE,CHATEL,23.0,8/13/1944,8/13/1944,1,"Châtel, Thonon-les-Bains, Haute-Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 74390, France","CHATEL, France",46.2671987,6.8412678
FRANCE,CHATELLERAULT,465.0,6/15/1944,6/15/1944,2,"Châtellerault, Vienne, Nouvelle-Aquitaine, France métropolitaine, 86100, France","CHATELLERAULT, France",46.8180047,0.545812
FRANCE,CHAULNES,84.0,7/20/1944,7/20/1944,2,"Chaulnes, Péronne, Somme, Hauts-de-France, France métropolitaine, 80320, France","CHAULNES, France",49.8185412,2.7993371
FRANCE,CHAUMONT,819.0,5/11/1944,8/2/1944,29,"Chaumont, Haute-Marne, Grand Est, France métropolitaine, 52000, France","CHAUMONT, France",48.1111324,5.1395849
FRANCE,CHAUNY,200.0,12/11/1940,8/9/1944,6,"Chauny, Laon, Aisne, Hauts-de-France, France métropolitaine, 02300, France","CHAUNY, France",49.6148945,3.2189506
FRANCE,CHEMSAY,14.0,7/6/1944,7/6/1944,2,,"CHEMSAY, France",,
FRANCE,CHERBOURG,1957.0,1/21/1943,9/8/1942,183,"Cherbourg, Manche, Normandie, France métropolitaine, France","CHERBOURG, France",49.5127198,-1.5755441
FRANCE,CHERISY,414.0,6/12/1944,8/13/1944,8,"Cherisy, Dreux, Eure-et-Loir, Centre-Val de Loire, France métropolitaine, 28500, France","CHERISY, France",48.746715,1.4233088
FRANCE,CHOCQUES,66.0,6/17/1941,9/22/1942,14,"Chocques, Béthune, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62920, France","CHOCQUES, France",50.5391865,2.5696057
FRANCE,CINQ MARS LAPILE,550.0,6/15/1944,8/2/1944,10,,"CINQ MARS LAPILE, France",,
FRANCE,CITY TOT UNDER 6 TON,877.0,1/14/1945,8/3/1944,104,,"CITY TOT UNDER 6 TON, France",,
FRANCE,CLAMECY,87.0,7/17/1944,7/17/1944,3,"Clamecy, Soissons, Aisne, Hauts-de-France, France métropolitaine, 02880, France","CLAMECY, France",49.4286111,3.3619444
FRANCE,CLASTRES,789.0,6/14/1944,8/8/1944,24,"Clastres, Saint-Quentin, Aisne, Hauts-de-France, France métropolitaine, 02440, France","CLASTRES, France",49.7468,3.23125
FRANCE,CLERES,112.0,1/8/1945,8/1/1944,6,"Clères, Rouen, Seine-Maritime, Normandie, France métropolitaine, 76690, France","CLERES, France",49.5990674,1.1083851
FRANCE,CLERMONT,1497.0,3/10/1944,4/30/1944,28,"Clermont, Oise, Hauts-de-France, France métropolitaine, 60600, France","CLERMONT, France",49.3780921,2.4141907
FRANCE,CLOYES,362.0,6/14/1944,7/6/1944,6,"Cloyes-sur-le-Loir, Rue de Bouche d'Aigre, Cloyes-sur-le-Loir, Cloyes-les-Trois-Rivières, Châteaudun, Eure-et-Loir, Centre-Val de Loire, France métropolitaine, 28220, France","CLOYES, France",47.9921268,1.2434253
FRANCE,COCOVE,567.0,1/14/1944,4/20/1944,16,"Château de Cocove, Avenue de Cocove, Recques-sur-Hem, Calais, Pas-de-Calais, Hauts-de-France, France métropolitaine, 62890, France","COCOVE, France",50.8350915,2.0645825
FRANCE,COGNAC,2883.0,12/31/1943,9/16/1943,54,"Cognac, Charente, Nouvelle-Aquitaine, France métropolitaine, 16100, France","COGNAC, France",45.6931647,-0.3250175
FRANCE,COLMAR,0.0,9/7/1940,9/7/1940,1,"Colmar, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68000, France","COLMAR, France",48.0777517,7.3579641
FRANCE,COLTAINVILLE,116.0,6/17/1944,6/17/1944,2,"Coltainville, Chartres, Eure-et-Loir, Centre-Val de Loire, France métropolitaine, 28300, France","COLTAINVILLE, France",48.4870815,1.5841967
FRANCE,COMBOURG,48.0,7/6/1944,7/6/1944,2,"Combourg, Saint-Malo, Ille-et-Vilaine, Bretagne, France métropolitaine, 35270, France","COMBOURG, France",48.4104391,-1.7500622
FRANCE,COMINES,42.0,3/24/1942,9/22/1942,8,"Comines, Lille, Nord, Hauts-de-France, France métropolitaine, 59560, France","COMINES, France",50.7653265,3.0066319
FRANCE,COMPIEGNE,489.0,8/26/1944,8/9/1944,12,"Compiègne, Oise, Hauts-de-France, France métropolitaine, 60200, France","COMPIEGNE, France",49.4179497,2.8263171
FRANCE,COMTANCES,321.0,6/6/1944,6/6/1944,21,,"COMTANCES, France",,
FRANCE,COMTESSE,96.0,7/9/1944,7/9/1944,3,"Comtesse, Les Mureaux, Mantes-la-Jolie, Yvelines, Île-de-France, France métropolitaine, 78130, France","COMTESSE, France",48.9726463,1.9158335
FRANCE,CONCHES,3835.0,12/25/1941,9/6/1943,135,"Conchez-de-Béarn, Pau, Pyrénées-Atlantiques, Nouvelle-Aquitaine, France métropolitaine, 64330, France","CONCHES, France",43.5450088,-0.1695404
